cve_id,bucket,kev,kev_ransomware,epss_percentile,sources,vendor_product,description,top_aliases,manual_label,representability_type,scanner_modality,notes
CVE-2024-40891,UNREVIEWED_MIRROR,Y,N,0.9796,cisa-kev;cve-project;epss;ghsa-unreviewed,Zyxel:VMG4325-B10A firmware,"**UNSUPPORTED WHEN ASSIGNED**
A post-authentication command injection vulnerability in the management commands of the legacy DSL CPE Zyxel VMG4325-B10A firmware version 1.00(AAFR.4)C0_20170615 could allow an authenticated attacker to execute operating system (OS) commands on an affected device via T",GHSA-PM4H-579G-CGQQ,,,,
CVE-2019-15752,UNREVIEWED_MIRROR,Y,N,0.9778,cisa-kev;cve-project;epss;ghsa-unreviewed;osv-GIT,n/a:n/a,"Docker Desktop Community Edition before 2.1.0.1 allows local users to gain privileges by placing a Trojan horse docker-credential-wincred.exe file in %PROGRAMDATA%\DockerDesktop\version-bin\ as a low-privilege user, and then waiting for an admin or service user to authenticate with Docker, restart D",GHSA-PG68-PRCJ-H956,,,,
CVE-2023-35081,UNREVIEWED_MIRROR,Y,N,0.9965,cisa-kev;cve-project;epss;ghsa-unreviewed,Ivanti:EPMM,"A path traversal vulnerability in Ivanti EPMM versions (11.10.x < 11.10.0.3,  11.9.x < 11.9.1.2 and 11.8.x < 11.8.1.2) allows an authenticated administrator to write arbitrary files onto the appliance.",GHSA-8CJR-8GR7-CCG3,,,,
CVE-2017-3881,UNREVIEWED_MIRROR,Y,N,0.9994,cisa-kev;cve-project;epss;ghsa-unreviewed,n/a:Cisco IOS and IOS XE Software,"A vulnerability in the Cisco Cluster Management Protocol (CMP) processing code in Cisco IOS and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause a reload of an affected device or remotely execute code with elevated privileges. The Cluster Management Protocol utilizes Te",GHSA-G37W-QG7V-7FJQ,,,,
CVE-2020-3259,UNREVIEWED_MIRROR,Y,Y,0.9866,cisa-kev;cve-project;epss;ghsa-unreviewed,Cisco:Cisco Adaptive Security Appliance (ASA) Software,"A vulnerability in the web services interface of Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to retrieve memory contents on an affected device, which could lead to the disclosure of confidential in",GHSA-VW99-PF8W-G3CW,,,,
CVE-2017-5030,UNREVIEWED_MIRROR,Y,N,0.9785,cisa-kev;cve-project;epss;ghsa-unreviewed,"n/a:Google Chrome prior to 57.0.2987.98 for Linux, Windows and Mac, and 57.0.2987.108 for Android","Incorrect handling of complex species in V8 in Google Chrome prior to 57.0.2987.98 for Linux, Windows, and Mac and 57.0.2987.108 for Android allowed a remote attacker to execute arbitrary code via a crafted HTML page.",GHSA-6W47-3VVR-M9HM,,,,
CVE-2016-0185,UNREVIEWED_MIRROR,Y,N,0.9924,cisa-kev;cve-project;epss;ghsa-unreviewed,n/a:n/a,"Media Center in Microsoft Windows Vista SP2, Windows 7 SP1, and Windows 8.1 allows remote attackers to execute arbitrary code via a crafted Media Center link (aka .mcl) file, aka ""Windows Media Center Remote Code Execution Vulnerability.""",GHSA-76R4-G8FM-62PC,,,,
CVE-2025-0282,UNREVIEWED_MIRROR,Y,Y,0.9991,cisa-kev;cve-project;epss;ghsa-unreviewed,Ivanti:Connect Secure,"A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.5, Ivanti Policy Secure before version 22.7R1.2, and Ivanti Neurons for ZTA gateways before version 22.7R2.3 allows a remote unauthenticated attacker to achieve remote code execution.",GHSA-RF94-F4R9-6GXH,,,,
CVE-2020-0787,UNREVIEWED_MIRROR,Y,Y,0.9829,cisa-kev;cve-project;epss;ghsa-unreviewed,Microsoft:Windows,"An elevation of privilege vulnerability exists when the Windows Background Intelligent Transfer Service (BITS) improperly handles symbolic links, aka 'Windows Background Intelligent Transfer Service Elevation of Privilege Vulnerability'.",GHSA-2FFP-P9MJ-92CF,,,,
CVE-2023-4762,UNREVIEWED_MIRROR,Y,N,0.9841,cisa-kev;cve-project;epss;ghsa-unreviewed,Google:Chrome,Type Confusion in V8 in Google Chrome prior to 116.0.5845.179 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: High),GHSA-3WJR-P76Q-RG8Q,,,,
CVE-2026-21510,UNREVIEWED_MIRROR,Y,N,0.8765,cisa-kev;cve-project;epss;ghsa-unreviewed,Microsoft:Windows 10 Version 1607,Protection mechanism failure in Windows Shell allows an unauthorized attacker to bypass a security feature over a network.,GHSA-Q6V4-4W5R-J7HR,,,,
CVE-2024-53197,UNREVIEWED_MIRROR,Y,N,0.8265,cisa-kev;cve-project;epss;ghsa-unreviewed;osv-Android;osv-GIT,Linux:Linux,"In the Linux kernel, the following vulnerability has been resolved:

ALSA: usb-audio: Fix potential out-of-bound accesses for Extigy and Mbox devices

A bogus device can provide a bNumConfigurations value that exceeds the
initial value used in usb_get_configuration for allocating dev->config.

This ",A-382243530;ASB-A-382243530;GHSA-5244-QM9F-XX43,,,,
CVE-2017-6740,UNREVIEWED_MIRROR,Y,N,0.9658,cisa-kev;cve-project;epss;ghsa-unreviewed,Cisco:IOS,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS and IOS XE Software contains multiple vulnerabilities that could allow an authenticated, remote attacker to remotely execute code on an affected system or cause an affected system to reload. An attacker could exploit these vulnerab",GHSA-VMP6-VFP8-8398,,,,
CVE-2021-1732,UNREVIEWED_MIRROR,Y,Y,0.9958,cisa-kev;cve-project;epss;ghsa-unreviewed,Microsoft:Windows 10 Version 1803,Windows Win32k Elevation of Privilege Vulnerability,GHSA-GVWR-5HRC-2GR5,,,,
CVE-2016-1646,UNREVIEWED_MIRROR,Y,N,0.9853,cisa-kev;cve-project;epss;ghsa-unreviewed,n/a:n/a,"The Array.prototype.concat implementation in builtins.cc in Google V8, as used in Google Chrome before 49.0.2623.108, does not properly consider element data types, which allows remote attackers to cause a denial of service (out-of-bounds read) or possibly have unspecified other impact via crafted J",GHSA-93CG-VFX4-PXR4,,,,
CVE-2015-1130,UNREVIEWED_MIRROR,Y,N,0.9553,cisa-kev;cve-project;epss;ghsa-unreviewed,n/a:n/a,The XPC implementation in Admin Framework in Apple OS X before 10.10.3 allows local users to bypass authentication and obtain admin privileges via unspecified vectors.,GHSA-2697-3JF6-RPJG,,,,
CVE-2025-59689,UNREVIEWED_MIRROR,Y,N,0.9140,cisa-kev;cve-project;epss;ghsa-unreviewed,Libraesva:Email Security Gateway,Libraesva ESG 4.5 through 5.5.x before 5.5.7 allows command injection via a compressed e-mail attachment. For ESG 5.0 a fix has been released in 5.0.31. For ESG 5.1 a fix has been released in 5.1.20. For ESG 5.2 a fix has been released in 5.2.31. For ESG 5.4 a fix has been released in 5.4.8. For ESG,GHSA-363H-22W6-HCRM,,,,
CVE-2021-22893,UNREVIEWED_MIRROR,Y,Y,0.9984,cisa-kev;cve-project;epss;ghsa-unreviewed,n/a:Pulse Connect Secure,Pulse Connect Secure 9.0R3/9.1R1 and higher is vulnerable to an authentication bypass vulnerability exposed by the Windows File Share Browser and Pulse Secure Collaboration features of Pulse Connect Secure that can allow an unauthenticated user to perform remote arbitrary code execution on the Pulse,GHSA-HCXW-PRP6-Q3JQ,,,,
CVE-2023-20963,UNREVIEWED_MIRROR,Y,N,0.8295,cisa-kev;cve-project;epss;ghsa-unreviewed;osv-Android,n/a:Android,"In WorkSource, there is a possible parcel mismatch. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-220302519",A-220302519;ASB-A-220302519;GHSA-XM9F-FPH8-8369,,,,
CVE-2024-26169,UNREVIEWED_MIRROR,Y,Y,0.9700,cisa-kev;cve-project;epss;ghsa-unreviewed,Microsoft:Windows 10 Version 1809,Windows Error Reporting Service Elevation of Privilege Vulnerability,GHSA-V6C8-V4W6-R8WX,,,,
