cve_id,bucket,kev,kev_ransomware,epss_percentile,sources,vendor_product,description,top_aliases,manual_label,representability_type,scanner_modality,notes
CVE-2025-9923,UNREVIEWED_MIRROR,N,N,0.1398,cve-project;epss;ghsa-unreviewed,Campcodes:Sales and Inventory System,A flaw has been found in Campcodes Sales and Inventory System 1.0. This affects an unknown part of the file /index.php. Executing manipulation of the argument page can lead to cross site scripting. The attack may be launched remotely. The exploit has been published and may be used.,GHSA-5P7H-PW63-J4H7,,,,
CVE-2021-27623,UNREVIEWED_MIRROR,N,N,0.5048,cve-project;epss;ghsa-unreviewed,SAP SE:SAP Internet Graphics Service,"SAP Internet Graphics Service, versions - 7.20,7.20EXT,7.53,7.20_EX2,7.81, allows an unauthenticated attacker after retrieving an existing system state value can submit a malicious IGS request over a network which due to insufficient input validation in method CXmlUtility::CheckLength() which will t",GHSA-H8V8-VMCF-HF5R,,,,
CVE-2014-5348,UNREVIEWED_MIRROR,N,N,0.4531,cve-project;epss;ghsa-unreviewed,n/a:n/a,Cross-site scripting (XSS) vulnerability in apps/zxtm/locallog.cgi in Riverbed Stingray (aka SteelApp) Traffic Manager Virtual Appliance 9.6 patchlevel 9620140312 allows remote attackers to inject arbitrary web script or HTML via the logfile parameter.,GHSA-XV56-54J2-WF98,,,,
CVE-2025-7612,UNREVIEWED_MIRROR,N,N,0.2060,cve-project;epss;ghsa-unreviewed,code-projects:Mobile Shop,A vulnerability was found in code-projects Mobile Shop 1.0. It has been declared as critical. This vulnerability affects unknown code of the file /login.php. The manipulation of the argument email leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the pub,GHSA-7GGP-6CWC-89HW,,,,
CVE-2022-30523,UNREVIEWED_MIRROR,N,N,0.1251,cve-project;epss;ghsa-unreviewed,Trend Micro:Trend Micro Password Manager,Trend Micro Password Manager (Consumer) version 5.0.0.1266 and below is vulnerable to a Link Following Privilege Escalation Vulnerability that could allow a low privileged local attacker to delete the contents of an arbitrary folder as SYSTEM which can then be used for privilege escalation on the af,GHSA-RMW3-4V45-RJ33,,,,
CVE-2025-64387,UNREVIEWED_MIRROR,N,N,0.1448,cve-project;epss;ghsa-unreviewed,Circutor:TCPRS1plus,"The web application is vulnerable to a so-called ‘clickjacking’ attack. In this type of attack, the vulnerable page is inserted into a page controlled by the attacker in order to deceive the victim. This deception can range from making the victim click on a button to making them enter their login cr",GHSA-HQMQ-CH89-M5GP,,,,
CVE-2018-18502,UNREVIEWED_MIRROR,N,N,0.8835,cve-project;epss;ghsa-unreviewed,Mozilla:Firefox,Mozilla developers and community members reported memory safety bugs present in Firefox 64. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 65.,GHSA-PV8W-M2QH-GVJ6,,,,
CVE-2025-7502,UNREVIEWED_MIRROR,N,N,0.0667,cve-project;epss;ghsa-unreviewed,wpbakery:WPBakery Page Builder,"The WPBakery Page Builder for WordPress plugin for WordPress is vulnerable to Stored Cross-Site Scripting via several shortcodes in all versions up to, and including, 8.5 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated ",GHSA-FGP5-CVM8-52XW,,,,
CVE-2021-24822,UNREVIEWED_MIRROR,N,N,0.2891,cve-project;epss;ghsa-unreviewed,Unknown:Stylish Cost Calculator,"The Stylish Cost Calculator WordPress plugin before 7.0.4 does not have any authorisation and CSRF checks on some of its AJAX actions (available to authenticated users), which could allow any authenticated users, such as subscriber to call them, and perform Stored Cross-Site Scripting attacks agains",GHSA-WJF7-GJCP-9FRW,,,,
CVE-2024-38295,UNREVIEWED_MIRROR,N,N,0.9129,cve-project;epss;ghsa-unreviewed,n/a:n/a,ALCASAR before 3.6.1 allows still_connected.php remote code execution.,GHSA-MJ6C-GRGR-XQ75,,,,
CVE-2011-2920,UNREVIEWED_MIRROR,N,N,0.6581,cve-project;epss;ghsa-unreviewed,Red Hat:Red Hat Enterprise Linux 6,"A flaw was found in Spacewalk and Red Hat Network Satellite. This cross-site scripting (XSS) vulnerability allows a remote attacker to inject arbitrary web script or HTML into web pages through various input fields, such as the ""Filter by Synopsis"" field. This could lead to the execution of maliciou",GHSA-PQP9-2CMP-FX98,,,,
CVE-2023-37016,UNREVIEWED_MIRROR,N,N,0.5373,cve-project;epss;ghsa-unreviewed;osv-GIT,n/a:n/a,"Open5GS MME versions <= 2.6.4 contain an assertion that can be remotely triggered via a malformed ASN.1 packet over the S1AP interface. An attacker may send a `UE Context Modification Response` message missing a required `MME_UE_S1AP_ID` field to repeatedly crash the MME, resulting in denial of serv",GHSA-C874-8H7R-5764,,,,
CVE-2022-1536,UNREVIEWED_MIRROR,N,N,0.4909,cve-project;epss;ghsa-unreviewed;osv-GIT,unspecified:automad,"A vulnerability has been found in automad up to 1.10.9 and classified as problematic. This vulnerability affects the Dashboard. The manipulation of the argument title with the input Home</title><script>alert(""home"")</script><title> leads to a cross site scripting. The attack can be initiated remotel",GHSA-F6FJ-C8GC-64V6,,,,
CVE-2019-7981,UNREVIEWED_MIRROR,N,N,0.8734,cve-project;epss;ghsa-unreviewed,Adobe:Adobe Photoshop CC,Adobe Photoshop CC versions 19.1.8 and earlier and 20.0.5 and earlier have an out of bound read vulnerability. Successful exploitation could lead to memory leak.,GHSA-73Q6-883X-5HP3,,,,
CVE-2021-27078,UNREVIEWED_MIRROR,N,N,0.9594,cve-project;epss;ghsa-unreviewed,Microsoft:Microsoft Exchange Server 2016 Cumulative Update 19,Microsoft Exchange Server Remote Code Execution Vulnerability,GHSA-5RG7-HGWW-7CHR,,,,
CVE-2017-6685,UNREVIEWED_MIRROR,N,N,0.7348,cve-project;epss;ghsa-unreviewed,n/a:Cisco Ultra Services Framework Staging Server,"A vulnerability in Cisco Ultra Services Framework Staging Server could allow an authenticated, remote attacker with access to the management network to log in as an admin user of the affected device, aka an Insecure Default Credentials Vulnerability. More Information: CSCvc76681. Known Affected Rele",GHSA-4Q93-5G3H-45P9,,,,
CVE-2018-0177,UNREVIEWED_MIRROR,N,N,0.8573,cve-project;epss;ghsa-unreviewed,n/a:Cisco IOS XE,"A vulnerability in the IP Version 4 (IPv4) processing code of Cisco IOS XE Software running on Cisco Catalyst 3850 and Cisco Catalyst 3650 Series Switches could allow an unauthenticated, remote attacker to cause high CPU utilization, traceback messages, or a reload of an affected device that leads t",GHSA-743Q-FPXW-3PXJ,,,,
CVE-2017-8514,UNREVIEWED_MIRROR,N,N,0.7177,cve-project;epss;ghsa-unreviewed,Microsoft Corporation:Microsoft SharePoint,"An information disclosure vulnerability exists when Microsoft SharePoint software fails to properly sanitize a specially crafted requests, aka ""Microsoft SharePoint Reflective XSS Vulnerability"".",GHSA-66W4-RGQR-WWR6,,,,
