cve_id,bucket,kev,kev_ransomware,epss_percentile,sources,vendor_product,description,top_aliases,manual_label,representability_type,scanner_modality,notes
CVE-2023-32324,CVE_ONLY,N,N,0.4688,cve-project;epss;osv-GIT,OpenPrinting:cups,"OpenPrinting CUPS is an open source printing system. In versions 2.4.2 and prior, a heap buffer overflow vulnerability would allow a remote attacker to launch a denial of service (DoS) attack. A buffer overflow vulnerability in the function `format_log_line` could allow remote attackers to cause a D",GHSA-CXC6-W2G7-69P7,,PACKAGE,SBOM,"CUPS is an open source printing system, indicating a package vulnerability."
CVE-2023-43797,CVE_ONLY,N,N,0.2170,cve-project;epss;osv-GIT,bigbluebutton:bigbluebutton,"BigBlueButton is an open-source virtual classroom. Prior to versions 2.6.11 and 2.7.0-beta.3, Guest Lobby was vulnerable to cross-site scripting when users wait to enter the meeting due to inserting unsanitized messages to the element using unsafe innerHTML. Text sanitizing was added for lobby messa",GHSA-V6WG-Q866-H73X,,PACKAGE,SBOM,"BigBlueButton is an open-source project, indicating a package vulnerability."
CVE-2021-30852,CVE_ONLY,N,N,0.7029,cve-project;epss,Apple:iOS and iPadOS,"A type confusion issue was addressed with improved memory handling. This issue is fixed in iOS 14.8 and iPadOS 14.8, tvOS 15, watchOS 8, iOS 15 and iPadOS 15. Processing maliciously crafted web content may lead to arbitrary code execution.",,,BINARY,HOST,"Vulnerability in iOS and iPadOS, affecting compiled binaries."
CVE-2026-7633,CVE_ONLY,N,N,,cve-project,Totolink:N300RH,A vulnerability was identified in Totolink N300RH 6.1c.1353_B20190305. This impacts the function setUploadSetting of the file /cgi-bin/cstecgi.cgi. Such manipulation of the argument FileName leads to file inclusion. The attack may be performed from remote. The exploit is publicly available and might,,,SERVICE,NETWORK,Vulnerability in a service that can be exploited remotely.
CVE-2022-23948,CVE_ONLY,N,N,0.5671,cve-project;epss;osv-GIT,n/a:keylime,A flaw was found in Keylime before 6.3.0. The logic in the Keylime agent for checking for a secure mount can be fooled by previously created unprivileged mounts allowing secrets to be leaked to other processes on the host.,,,RUNTIME_CONFIG,RUNTIME,Vulnerability depends on specific runtime configuration of Keylime agent.
CVE-2026-42845,CVE_ONLY,N,N,,cve-project,getgrav:grav-plugin-form,"The form plugin for Grav adds the ability to create and use forms. Prior to 9.1.0 , there is an unauthenticated page-content overwrite via file upload (GHSA-w4rc-p66m-x6qq). Public form uploads now strip path components from the POST-supplied filename and hard-block page-content extensions (`md`, `y",,,PACKAGE,SBOM,Vulnerability in a plugin for a package manager (Grav) with versioning.
CVE-2026-7271,CVE_ONLY,N,N,,cve-project,DV0x:creative-ad-agent,A vulnerability was detected in DV0x creative-ad-agent up to 751b9e5146604dc65049bd0f62dcbdad6212f8a3. Impacted is an unknown function of the file server/sdk-server.ts of the component creative-ad-agent-server. Performing a manipulation of the argument req.params results in path traversal. Remote ex,,,PACKAGE,SBOM,Vulnerability in a versioned package (creative-ad-agent) with a specific function affected.
CVE-2026-3359,CVE_ONLY,N,N,,cve-project,10web:Form Maker by 10Web – Mobile-Friendly Drag & Drop Contact Form Builder,"The Form Maker by 10Web – Mobile-Friendly Drag & Drop Contact Form Builder plugin for WordPress is vulnerable to SQL Injection via the 'inputs' parameter in versions up to, and including, 1.15.42 due to insufficient escaping on the user supplied parameter and lack of sufficient preparation on the ex",,,SERVICE,NETWORK,"Vulnerability in a WordPress plugin, which is scanned at runtime."
CVE-2026-42234,CVE_ONLY,N,N,,cve-project,n8n-io:n8n,"n8n is an open source workflow automation platform. Prior to versions 1.123.32, 2.17.4, and 2.18.1, an authenticated user with permission to create or modify workflows containing a Python Code Node could escape the sandbox and achieve arbitrary code execution on the task runner container. This issue",,,PACKAGE,SBOM,The vulnerability is in an open source package (n8n) that can be identified via package scanning.
CVE-2026-21428,CVE_ONLY,N,N,0.0448,cve-project;epss;osv-GIT,yhirose:cpp-httplib,"cpp-httplib is a C++11 single-file header-only cross platform HTTP/HTTPS library. Prior to version 0.30.0, the ``write_headers`` function does not check for CR & LF characters in user supplied headers, allowing untrusted header value to escape header lines.
This vulnerability allows attackers to add",GHSA-WPC6-J37R-JCX7,,PACKAGE,SBOM,Vulnerability in a C++ library that can be identified through package management.
CVE-2026-7501,CVE_ONLY,N,N,,cve-project,LinkStackOrg:LinkStack,A weakness has been identified in LinkStackOrg LinkStack up to 4.8.6. Impacted is the function editPage of the file app/Http/Controllers/UserController.php. Executing a manipulation of the argument pageDescription can lead to cross site scripting. It is possible to launch the attack remotely. The ex,,,SERVICE,NETWORK,Vulnerability in a web application that can be exploited remotely.
CVE-2026-43050,CVE_ONLY,N,N,,cve-project,Linux:Linux,"In the Linux kernel, the following vulnerability has been resolved:

atm: lec: fix use-after-free in sock_def_readable()

A race condition exists between lec_atm_close() setting priv->lecd
to NULL and concurrent access to priv->lecd in send_to_lecd(),
lec_handle_bridge(), and lec_atm_send(). When th",,,BINARY,HOST,"Vulnerability in the Linux kernel, classified as a binary issue."
CVE-2026-32725,CVE_ONLY,N,N,0.4592,cve-project;epss;osv-GIT,scitokens:scitokens-cpp,"SciTokens C++ is a minimal library for creating and using SciTokens from C or C++. Prior to version 1.4.1, scitokens-cpp is vulnerable to an authorization bypass when processing path-based scopes in tokens. The library normalizes the scope path from the token before authorization and collapses "".."" ",GHSA-RQCX-MC9W-PJXP,,PACKAGE,SBOM,The vulnerability is in a library (scitokens-cpp) that is distributed as a package.
CVE-2025-27409,CVE_ONLY,N,N,0.6984,cve-project;epss;osv-GIT,laurent22:joplin,"Joplin is a free, open source note taking and to-do application, which can handle a large number of notes organised into notebooks. Prior to version 3.3.3, path traversal is possible in Joplin Server if static file path starts with `css/pluginAssets` or `js/pluginAssets`. The `findLocalFile` functio",GHSA-5XV6-7JM3-FMG5,,PACKAGE,SBOM,"Joplin is a package in a versioned ecosystem, and the vulnerability is related to its code."
CVE-2026-3259,CVE_ONLY,N,N,,cve-project,Google Cloud:BigQuery,A Generation of Error Message Containing Sensitive Information vulnerability in the Materialized View Refresh mechanism in Google BigQuery on Google Cloud Platform allows an authenticated user to potentially disclose sensitive data using a crafted materialized view that triggers a runtime error duri,,,CLOUD,CSPM,"Vulnerability exists in a managed cloud service, detected via CSPM."
CVE-2026-6842,CVE_ONLY,N,N,,cve-project,Red Hat:Red Hat Enterprise Linux 10,"A flaw was found in nano. In environments with permissive umask settings, a local attacker can exploit incorrect directory permissions (0777 instead of 0700) for the `~/.local` directory. This allows the attacker to inject a malicious `.desktop` launcher, which could lead to unintended actions or in",,,BINARY,HOST,Vulnerability in a binary (nano) on a specific OS (Red Hat Enterprise Linux).
CVE-2024-51490,CVE_ONLY,N,N,0.4199,cve-project;epss;osv-GIT,ampache:ampache,"Ampache is a web based audio/video streaming application and file manager. This vulnerability exists in the interface section of the Ampache menu, where users can change ""Custom URL - Logo"". This section is not properly sanitized, allowing for the input of strings that can execute JavaScript. This i",GHSA-X979-F6PX-7J2W,,SERVICE,NETWORK,Vulnerability in a web application interface that can be exploited over the network.
CVE-2026-7815,CVE_ONLY,N,N,,cve-project,pgadmin.org:pgAdmin 4,"SQL injection vulnerability in pgAdmin 4 Maintenance Tool.

Four user-supplied JSON fields (buffer_usage_limit, vacuum_parallel, vacuum_index_cleanup, reindex_tablespace) were concatenated directly into the rendered VACUUM/ANALYZE/REINDEX command and passed to psql --command. An authenticated user w",,,PACKAGE,SBOM,"Vulnerability in pgAdmin 4, a package distributed through its own ecosystem."
CVE-2024-39682,CVE_ONLY,N,N,0.8089,cve-project;epss;osv-GIT,XjSv:Cooked,"Cooked is a recipe plugin for WordPress. The Cooked plugin for WordPress is vulnerable to HTML Injection in versions up to, and including, 1.7.15.4 due to insufficient input sanitization and output escaping. This vulnerability allows authenticated attackers with contributor-level access and above to",GHSA-FX69-F77X-84GR,,SERVICE,NETWORK,WordPress plugin vulnerability; scanning is done on the live site.
CVE-2026-42087,CVE_ONLY,N,N,,cve-project,OpenC3:cosmos,"OpenC3 COSMOS provides the functionality needed to send commands to and receive data from one or more embedded systems. From version 6.7.0 to before version 7.0.0-rc3, a SQL injection vulnerability exists in the Time-Series Database (TSDB) component of COSMOS. The tsdb_lookup function in the cvt_mod",,,PACKAGE,SBOM,Vulnerability exists in a versioned package (OpenC3 COSMOS) with a specific version range.
CVE-2026-35638,CVE_ONLY,N,N,,cve-project,OpenClaw:OpenClaw,OpenClaw before 2026.3.22 contains a privilege escalation vulnerability in the Control UI that allows unauthenticated sessions to retain self-declared privileged scopes without device identity verification. Attackers can exploit the device-less allow path in the trusted-proxy mechanism to maintain e,,,SERVICE,NETWORK,Vulnerability exists in a service with network exposure and affects the Control UI.
